text,label
ngeinya prabowo gibran ga terima jemaat kristen sedunia hari minggu pagi gaji perbulan sama australia paham   lulus ujian nasional pak ustadz,neutral
lah iya kamu  bs apa ngei apa ttg susunan kabinet,negative
ingat dosa didu cs menyebar luaskan fufufafa utk adu domba memecah belah pendukung prabowo    gibran menghina merendahkan maabat mempermalukan prabowo    didepan umum dgn tujuan jahat utk melenyapkan kepercayaan rakyat kpd prabowo    gibran  waspadai didu cs,negative
gibran mania apa ituu,neutral
prabowo gibran 1 mobil temui jokowi rumah pribadi solo   news,negative
terima kasih prabowo gibran program bawa harapan baru buat anak anak sumatera  makanbergiziuntukbangsa,positive
lagian ngapain bang  melibatkan gibran orang planga plongo bgt apa,neutral
aku tak prnh berharap keputusan pasca pilpres sy sbg yg bljar etika sejak sah maju pilpres republik sdh mngalir kencang cacat etika sgt miris emang republik sdh cacat etik yg disponsori presiden  dg anaknya si ,positive
terimakasihpakjokowi siap dilanjutkan prabowo gibran,negative
siapa buset join gibran mania,neutral
nyata dab fakta gibran ajun fufufafanya sdh g bs ngelak,negative
terima kasih prabowo gibran program bantu generasi kalimantan tumbuh sehat  makanbergiziuntukbangsa,positive
kalau jangan laporkan   atas dugaan genosida rakyatnya sendiri gitu aja kok repot gak mas fufufafa,negative
gibran mengakui jokowi cawe cawe kabinet prabowo,negative
terima kasih prabowo gibran program makan sehat bantu lawan stunting sejak dini  makanbergiziuntukbangsa,positive
aliran dananya kepd gibran gmna   mentang2 anak presiden gk diciduk,negative
prabowo gibran mengedukasi masyarakat pentingnya nutrisi baik   makanbergiziuntukbangsa,negative
orang kalo sok pintar otaknya nyampe,negative
terima kasih prabowo gibran program makan bergizi bantu cegah stunting sumatera  makanbergiziuntukbangsa,positive
semakin dibenturkan dgn  malah semakin harmonis bahkan dgn tegasnya seorang  menyatakan bagian jokowi   stop fitnah n adu domba menjadi sampah  trimakasihpakjokowi selamat datang prabowo gibran optimis indonesia lebih maju,positive
mk meloloskan gibran menjadi cawapres meskipun umurnya  lt 40 thn  langgar konstitusi   si prof  fufufafa  sehoror stetmenya ketua mk  cikal bakal si fufufaf jadi wapres cacat hukum  hakim ptun takut2i si fufufafa selamat,positive
kok tau gibran,negative
prabowo gibran mengambil langkah tepat mempersiapkan masa depan lebih cerah bangsa   makanbergiziuntukbangsa,positive
video bapaknya pres  bln mei bln okt thn yg sama sdh cacat etik,positive
imagine didoain punya suami mirip gibran perkara boycot cowok ganteng,negative
terima kasih prabowo gibran program bantu anak anak tumbuh sehat gizi seimbang  makanbergiziuntukbangsa,positive
gue bukan pendukung gibran darah nasionalisme gue mendidih keturunan imigran arab yaman macam antum menghina wni asli  pribumi,negative
yaalloh semua usaha ku dayaku mampu aku tunggu kuasamu diatas segala galanya aku pernah minta krn aku usahakan aku cuma gibran yaalloh,positive
buktinya si  manusia menclamencle cacat etika,positive
prabowo gibran beneran peduli sama anak anak program bukti nyata   makanbergiziuntukbangsa,negative
kebohongan kebohongan fufufafa  terus menerus dipelihara  amp  diternak  hari besok lusa kebohongan diperbuatnya  alam semesta membuka aib2 nya  mundur lengserkan   apa pantas pemimpin spt,negative
gibran mania ki sing endi wonge cok,neutral
program wujud nyata komitmen prabowo gibran generasi penerus   makanbergiziuntukbangsa,neutral
terima kasih prabowo gibran program sangat berai buat masa depan anak anak sulawesi  makanbergiziuntukbangsa,positive
putusan ptun gk usah ditunggu2  gk gunanya  dilantik tgl 24 gk mgkn disetujui  ditolak,negative
aamiin semoga pak  mas  selanjutnya mengangkat marwah kebangsaan dgn lebih tegas kpd perusak pembuat onar yg brisik sekali entah krn mrk sbg proxy asing mengganggu nkri diberantas pergerakan ekonomi  amp umkm lancar,positive
jadi ngeri mlayu banter banter,negative
cah karbitan ra tau sinau materi sing abot nekat arep dadi wapres   mung nebeng posisi rama ne thok     fufufafa,negative
anak sehat bangsa kuat bersama prabowo gibran  makanbergiziuntukbangsa,positive
sampe disumpahin suami mirip gibran ga tuh,negative
terima kasih prabowo gibran program makan bergizi langkah bijak  makanbergiziuntukbangsa,positive
gibran   18 juta lowongan pekerjaan jokowi   phk 85 juta pekerja,neutral
semua berlebihan baik,positive
prabowo gibran tunjukkan komitmen kesejahteraan bangsa   makanbergiziuntukbangsa,positive
beberapa bulan kemudian     gibran mati  tamat,neutral
langkah prabowo gibran makan bergizi gratis masa depan cerah   makanbergiziuntukbangsa,neutral
ga nyangka bisanya wapres gw gibran,negative
sak karepmu tetep keberlanjutan prabowo gibran    terimakasihpakjokowi,negative
terima kasih prabowo gibran program sangat berai buat anak anak jawa  makanbergiziuntukbangsa,positive
waspadalah  alias fufufafa ultimatum satire untukmu yg apa jalur lewat jalur mulyono,positive
dilaporkan pasukan bau tanah  memang gibran mengakui fufufafa miliknya tempo bocor alus kaesang membenarkan akun fufufafa milik gibran   roy suryo   jokowiharusdiadili  jokowiharusdiadili,negative
betul2 anak cerdas aset indonesia emas yg paling brillian,positive
tanggal 20 oktober,neutral
kak robe gibran bantu cek jaringannya  infoin no hp telkomsel yg dipakai detail lokasi  minimal kecamatan no rekening no kk npwp nama mantan kelurahan  tanggal  amp  waktu kejadian sea nomor telkomsel berkendala sama melalui dm  makasih   brantat,neutral
sudahilah politik semua baik baik peristiwa hari propaganda semata prabowo dijemput gibran bandara lalu diantarkan menemui jokowi teknik propaganda semua baik baik ditampilkanlah layar2 dukung  fyi,negative
kalo gibran apa 2 kali,neutral
langkah bijaksana prabowo gibran solusi tepat mengatasi masalah gizi buruk indonesia   makanbergiziuntukbangsa,negative
cawe2 jokowi pilpres sukses jadikan gibran cawapres lalu wapres terpilih kini jokowi cawe2 pilkada 2023 menempatkan kaesang bin jokowi cawagub  tempo  kalau diam rakyat indonesia jadi budak keluarga jokowi  jokowiharusdiadili,positive
yg mbedakan manusia dg binatang etika kl manusia tdk pny etika sm dg binatang,negative
terima kasih prabowo gibran program bantu anak anak kalimantan tumbuh sehat  makanbergiziuntukbangsa,positive
padahal sama aiwmwwk,negative
prabowo disebut lebih sering diskusi sby ketimbang gibran  pengetahuannya sebatas solo,negative
susu gratis buat anak anak terima kasih banyak pak prabowo mas gibran  makanbergiziuntukbangsa,negative
ikn kereta komunis china yg dijanjikan yg kedua nya mengeruk duit apbn malah dikerjakan dgn nafsu syahwat yg sangat tinggi   sontoloyo bin haram jadahhhh,negative
prabowo gibran peduli kesehatan anak bangsa program makan bergizi   makanbergiziuntukbangsa,positive
masyarakat sulawesi siap mendukung penuh prabowo gibran masa depan sehat kuat  makanbergiziuntukbangsa,positive
gibran milih iye naek nepotisme lo pikir anies mau melanggar konstitusi,negative
pak ps  pastilah mampu membedakan kritik koreksi penilaian caci maki hujatan umpatan celaan hinaan pelecehan apapun yg terjadi kpdnya,negative
presiden terpilih prabowo subianto beemu presiden jokowi solo  prabowo dijemput wapres terpilih gibran rakabuming beemu jokowi,negative
program makan bergizi gratis prabowo gibran solusi jitu generasi indonesia   makanbergiziuntukbangsa,neutral
langkah bijak prabowo gibran masa depan lebih baik program makan sehat patut diapresiasi  makanbergiziuntukbangsa,positive
intinya pihak 01 02 03 terbuka sama gibran memutuskan buat pilih 02 sekarang lu kalah terus koar koar andai aja milih golongan lu menang apa lu teriak nepotisme dongo  lu teriak lu kalah aja,negative
terbukti apanyaaaaa    fitnah aja lu ndro,negative
bahasa jokowi selalu kebalikannya   menyuruh jangan calonkan gibran tandanya jokowi nafsu mencalonkan anaknya  jokowi sign kanan belok kiri,negative
suka banget kekompakan pak prabowo mas gibran  optimis kepemimpinan negarawan beda generasi membawa indonesia menuju kemajuan kesejahteraan fondasi kuat diletakkan pak jokowi  sumber video,positive
hahahhahahahah adohh kutukannya serem bener singkat padat suami kek gibran bgst,negative
yg alay yg lu quote,negative
langkah prabowo gibran makan bergizi gratis generasi indonesia unggul   makanbergiziuntukbangsa,neutral
program sangat berai cegah stunting dukung penuh prabowo gibran  makanbergiziuntukbangsa,positive
kawal pemerintahan    daruratjudol berlimpah hadiah  brimofstvl  jiminourmuse  timnasday        ost      buzzerp,neutral
terima kasih pak  selamat bekerja pak   amp  mas      projo  setiadigarisrakyat  daruratjudol berlimpah hadiah  brimofstvl  jiminourmuse  timnasday        ost      buzzerp,positive
mau lengser ga rela si mulyono panik peemuan prabowo megawati lgsg gelar peemuan teutup dgn prabowo skrg ketemu bawa gibran takut gibran disingkirkan pelantikan kalee,negative
perut kenyang otak cerdas gibran prabowo paham banget deh   makanbergiziuntukbangsa,neutral
bapakmu milih gibran berai bapakmu iq simpanse  bapakmu memang simpanse,negative
terima kasih prabowo gibran atas program luar biasa makan sehat semua  makanbergiziuntukbangsa,positive
prabowo gibran tau banget cara bangun masa depan bangsa  makanbergiziuntukbangsa,positive
prabowo gibran berkomitmen kesehatan kesejahteraan anak anak   makanbergiziuntukbangsa,neutral
fakta terbaru      tdk alasan  amp  tiada ampun gibran,neutral
orang cerdas waras sehat jasmani rohani   menolak gibran srbagai wapres  gibran memiliki kemampuan jadi pejabat  publik  gibran memiliki akhjaq yg baik  kualitas keilmuan gibran sangat rendah  jadi wapres atas cawe cawe jokowi anwar usman,positive
program sangat penting masa depan indonesia terima kasih prabowo gibran  makanbergiziuntukbangsa,positive
program makan siang bergizi langkah nyata prabowo gibran kesehatan bangsa   makanbergiziuntukbangsa,neutral
kagak lah bang sekali nya lu memaklumi seseorang membandingkan keadaan politik sekarang sama ae gibran salah jadi wapres nabrak konstitusi is nabrak konstitusi period  logically false dh si koci ni    but appreciated apa beliau,negative
jadi diibaratkan sbb      pemerintahan prabowo   gibran bagaikan duri dlm daging     psi bagaikan musuh dlm selimut,positive
ganjar konfirmasi bakal hadiri pelantikan prabowo gibran,neutral
ga ngei proses klw gibran bukan anak presiden apa mungkin golkar gerindra setuju gibran jadi cawapres,negative
terima kasih prabowo gibran program bawa masa depan cerah buat anak anak jawa  makanbergiziuntukbangsa,positive
kesehatan anak anak jadi prioritas prabowo gibran beneran take action   makanbergiziuntukbangsa,neutral
temui presiden jokowi solo hari momen prabowo subianto disambut gibran bandara,negative
makan bergizi gratis langkah strategis prabowo gibran bangun masa depan bangsa   makanbergiziuntukbangsa,neutral
terima kasih prabowo gibran program bantu anak anak tumbuh sehat gizi seimbang  makanbergiziuntukbangsa,positive
terima kasih prabowo gibran program bantu anak anak tumbuh sehat gizi seimbang  makanbergiziuntukbangsa,positive
gibran mania sangat menggelak tawa,negative
stunting segera dilawan program solusi nyata terima kasih prabowo gibran  makanbergiziuntukbangsa,positive
utsman bin affan ra  suka sedekah haanya malah beambah gibran suka bangkrut usahanya ditambah suka sedekah malah super duper beambah haanya,positive
sebut tipe yes man bhima yudistira nilai erick thohir tak layak jadi menteri kabinet prabowo gibran,neutral
sumatera dukung prabowo gibran anak anak layak tumbuh sehat  makanbergiziuntukbangsa,positive
kalau dibasmi jadi lonte dong kan nganggur,neutral
sekarang jokowi sibuk intimidasi pak prabowo subianto jgn ganggu anaknya si gibran psikopat merasa banyak jasa pak prabowo subianto jadi menang pilpres si jokowi ikut cawe cawe jokowi mau buang se bagai mantan presiden,negative
anak sehat masa depan bangsa lebih baik bersama prabowo gibran  makanbergiziuntukbangsa,positive
terima kasih prabowo gibran program makan sehat bantu lawan stunting sejak dini  makanbergiziuntukbangsa,positive
keren banget prabowo gibran serius mikirin masa depan anak anak indonesia   makanbergiziuntukbangsa,negative
prabowo gibran peduli masa depan bangsa hadirkan program makan bergizi gratis   makanbergiziuntukbangsa,neutral
orang mesra malah disuruh mesra terus karepmu iku piye    prabowo gibran akur  iya gitu,negative
makan bergizi gratis inisiatif prabowo gibran bangun generasi sehat   makanbergiziuntukbangsa,neutral
gibran hukum wajib lengser,negative
respect buat prabowo gibran program bakal ngefek positif jangka panjang   makanbergiziuntukbangsa,positive
terima kasih prabowo gibran langkah besar buat masa depan lebih cerah   makanbergiziuntukbangsa,positive
sumpah gak banget gibran disama samain kyk utsman bin affan  woi gibran gak apa apanya njir utsman bin affan mah lelaki high value plis  gibran      hmmm gk banget,positive
prabowo didampingi gibran temui presiden jokowi rumah solo,negative
binatang pantas memimpin manusia,negative
gizi baik   masa depan cerah  bravo prabowo gibran   makanbergiziuntukbangsa,positive
bener wkwkwkwkw jadi kek gak bacot bacot yg coba framing bikin pecah kongsi jokowi   wowo  amp  gibran,negative
terima kasih prabowo gibran program makan sehat langkah besar cegah stunting  makanbergiziuntukbangsa,positive
prabowo gibran tunjukkan kepedulian masa depan anak anak   makanbergiziuntukbangsa,positive
liat podcastnya sama panji milih gibran biar ga korupsi kata si botak wkwk,positive
program makan bergizi prabowo gibran masa depan anak indonesia terjamin   makanbergiziuntukbangsa,neutral
apa ngak bahaya utk  utk kesehatan lainnya peemuan disolo dgn jokowi gibran coba  utk cari tau infonya  jokowiharusdiadili  jokowiharusdiadili,neutral
menunggu tangkapan layar pak prabowo mas gibran solo trus dipelintir pelintir,negative
sejarah pendidikan gibran mau jokowi jelas anehnya penegak hukum diam membiarkan kejahatan,negative
makan siang gratis prabowo gibran dukungan nyata generasi lebih kuat   makanbergiziuntukbangsa,neutral
terima kasih prabowo gibran menunjukkan komitmen kuat mendukung kesehatan rakyat  makanbergiziuntukbangsa,positive
terima kasih prabowo gibran program memberikan harapan anak anak   makanbergiziuntukbangsa,positive
prabowo gibran membuktikan komitmen masa depan anak anak indonesia   makanbergiziuntukbangsa,neutral
prabowo gibran paham pentingnya gizi buat anak anak masa depan bangsa lebih cerah  makanbergiziuntukbangsa,neutral
prabowo gibran tau banget gimana caranya bikin perubahan beneran terasa   makanbergiziuntukbangsa,negative
langkah bijaksana prabowo gibran bentuk perhatian nyata masa depan generasi penerus bangsa   makanbergiziuntukbangsa,neutral
langkah tepat prabowo gibran makan bergizi90  langkah tepat prabowo gibran makan bergizi gratis masa depan bangsa   makanbergiziuntukbangsa,neutral
oalah  yg kek ginian era internet berapa duit bapakmu bayar giniian,neutral
prabowo gibran ngei kesehatan anak anak investasi terbaik buat bangsa   makanbergiziuntukbangsa,positive
kira kira bahas apa yaa momen gibran sambut prabowo usai mendarat boyolali  install aplikasi kumparan baca lebih nyaman iklan,neutral
peemuan 90 menit jokowi prabowo gibran solo  newsupdate  update  news  text,neutral
klo bener puan yg naik berai kuat bener jalur pemecah belah digunakan buat hancurin peemanan prabowo  amp  gibran  lihat berita apa digunakan pihak sebelah memecah belah,neutral
kek nya gibran mengakui akun fufufafa meminta maaf dihadapan prabowo disaksikan jokowi  gitu gak bang iyut,negative
prabowo gibran punya visi besar kesehatan kesejahteraan generasi penerus   makanbergiziuntukbangsa,positive
terima kasih prabowo gibran program jamin anak anak tumbuh sehat gizi optimal  makanbergiziuntukbangsa,positive
apa judul acaranya  tahu triple star nonton chef culinary wars kayanya ga segmen beginian,neutral
budi gunadi sadikin   jangan yah pak,negative
hadeh jelas jelas ketua kpu peternak ani ani sampe dipecat aja nyembah gibran,negative
generasi sehat stunting harapan bangsa dukung penuh prabowo gibran  makanbergiziuntukbangsa,positive
terima kasih prabowo gibran program sangat berai buat cegah stunting sejak dini  makanbergiziuntukbangsa,positive
program makan bergizi prabowo gibran selamatkan anak indonesia kekurangan gizi   makanbergiziuntukbangsa,positive
program makan bergizi prabowo gibran solusi jitu masa depan indonesia   makanbergiziuntukbangsa,neutral
endonesia cemas,positive
jelek banget namanya gibran mania,negative
makan bergizi gratis prabowo gibran selamatkan anak bangsa kekurangan gizi   makanbergiziuntukbangsa,neutral
langkah menunjukkan kepemimpinan prabowo gibran berfokus pembangunan infrastruktur sumber daya manusia   makanbergiziuntukbangsa,negative
program menunjukkan prabowo gibran benar benar peduli masa depan generasi muda   makanbergiziuntukbangsa,positive
terima kasih prabowo gibran program makan sehat bantu anak anak jawa tumbuh sehat  makanbergiziuntukbangsa,positive
wah terima kasih prabowo gibran anak anak sekarang makan bergizi   makanbergiziuntukbangsa,negative
percaya sama gibran  masa terus terang bilang cawecawe   santun bilang memberi masukan   tempo mah udah bener  gitu aja kok repot,negative
maaf gurunya sekilas mirip gibran,negative
momen prabowo subianto dijemput gibran rakabuming beemu presiden jokowi solo,negative
bek syedara tinggai suppo program nyoe   makanbergiziuntukbangsa,neutral
langkah prabowo gibran makan bergizi selamatkan masa depan bangsa   makanbergiziuntukbangsa,neutral
langkah tepat prabowo gibran makan bergizi gratis generasi unggul   makanbergiziuntukbangsa,neutral
sih bakal ngubah hidup banyak anak indonesia  good job prabowo gibran   makanbergiziuntukbangsa,positive
udah gak laku    hari prabowo solo dijemput gibran satu mobil rumah jokowi     pinter dikit dong,negative
what is gibran mania asuuuu jelek bangett najissss,negative
prabowo diskusi gibran mengenai keamanan laut cina selatan misalnya    nyambung,neutral
gibran sebut agenda peemuan jokowi prabowo makan siang   beritasatu  news  berita,positive
program makan bergizi prabowo gibran investasi masa depan bangsa sehat   makanbergiziuntukbangsa,positive
halah hoax si gibran manusia kontol gitu,negative
prabowo gibran pastikan anak bangsa tumbuh sehat lewat makan bergizi gratis   makanbergiziuntukbangsa,neutral
memalukan         istri anggota polres pamekasan disetubuhi perwira mencabut aduannya  begini pengakuannya soal peristiwa hingga mencabut aduan,neutral
terima kasih prabowo gibran program bantu anak anak tumbuh optimal bebas stunting  makanbergiziuntukbangsa,positive
salut buat prabowo gibran peduli sama kesehatan masa depan anak anak bangsa   makanbergiziuntukbangsa,positive
prabowo gibran wujudkan indonesia lebih kuat anak anak sehat   makanbergiziuntukbangsa,positive
yes  prabowo gibran benar benar melakukan hebat generasi mendatang   makanbergiziuntukbangsa,positive
tiba solo temui jokowi prabowo dijemput gibran  prabowo  jokowi  gibranrakabuming,negative
rapat dulu makanya biar kompak jawabannya,neutral
mirip kek lo  10 tahun muja muji mulyono walaupun tahu kebijakannya kek taek sepei uu cipta kerja revisi uu kpk paman gibran dijadikan ketua mk  giliran mulyono gak dukung ganjar elo malah balik ngata2in mulyono  giliran dulu mengkritik mulyono langsung dikatain kadrun,negative
prabowo gibran hadirkan makan bergizi gratis masa depan indonesia lebih baik   makanbergiziuntukbangsa,neutral
ga heran kalo bakal kejadian sih namanya orde baru 2 0,neutral
makan bergizi gratis prabowo gibran selamatkan masa depan anak bangsa   makanbergiziuntukbangsa,neutral
prabowo gibran bawa solusi makan bergizi gratis anak bangsa sehat   makanbergiziuntukbangsa,neutral
terima kasih prabowo gibran atas komitmen luar biasa kesehatan anak anak   makanbergiziuntukbangsa,positive
prabowo gibran bawa harapan baru lewat program makan bergizi gratis   makanbergiziuntukbangsa,neutral
blusukan boyolali gibran janji pasar ampel dipindah direvitalisasi,neutral
prabowo gibran hadirkan makan bergizi gratis anak bangsa tumbuh optimal   makanbergiziuntukbangsa,neutral
terima kasih prabowo gibran program makan sehat bantu lawan stunting sejak dini  makanbergiziuntukbangsa,positive
buzzer gibran mania gw lebih mirip kaum quraisy,neutral
sby mantan presiden lebih berpengalaman gibran bocil tengil matang dikarbit malah bosok,negative
anak sumatera sehat masa depan indonesia cerah dukung penuh prabowo gibran  makanbergiziuntukbangsa,positive
masyarakat kalimantan siap dukung prabowo gibran anak anak sehat jadi prioritas  makanbergiziuntukbangsa,positive
prabowo gibran selamatkan masa depan anak bangsa program makan bergizi   makanbergiziuntukbangsa,neutral
gibran hormati keputusan prabowo soal kabinet tegaskan dirinya loyal presiden terpilih selengkapnya   percaya gak,negative
prabow mantan kopasus hina gibran dr akun fufufafa yt anak prabow o homo prabow punya biji piler satu tp prabow kader gerindra diam segitu harga diri mu prabow,neutral
makan bergizi gratis prabowo gibran solusi generasi indonesia kuat   makanbergiziuntukbangsa,neutral
program makan bergizi prabowo gibran langkah strategis selamatkan anak bangsa   makanbergiziuntukbangsa,neutral
order siapa  pak  mas  dilantik koar koar enggak jelas  mendingan kerjasama dgn waeg waeg terdekat sekolah sekolah dah  karuan jalan semua warung warung tsb,negative
salut buat prabowo gibran memikirkan masa depan anak anak lewat program   makanbergiziuntukbangsa,neutral
kasih tau sm boss lu sih jokowi jgn sering produksi ho x lol,positive
gibran tegaskan pasar ampel boyolali tak dipindah direvitalisasi   investordaily  investasi  saham,neutral
laen ni orang he irdam jp gibran pasangkan 02 ditawarin 01 03 misal aja gabung 01 menang emang lu koar koar kaya gini  i don t think so  sakit hati aja lu ga dipilih sama gibran dah gitu kalahnya sama gibran dih,negative
makan bergizi gratis prabowo gibran pastikan anak bangsa sehat berprestasi   makanbergiziuntukbangsa,neutral
program makan bergizi prabowo gibran langkah strategis selamatkan generasi bangsa   makanbergiziuntukbangsa,neutral
prabowo gibran hadirkan solusi makan bergizi masa depan cerah   makanbergiziuntukbangsa,negative
terima kasih prabowo gibran menunjukkan kepemimpinan peduli kesejahteraan rakyat  makanbergiziuntukbangsa,positive
program makan bergizi prabowo gibran solusi kesehatan anak anak indonesia   makanbergiziuntukbangsa,neutral
wah terima kasih prabowo gibran program bikin optimis soal masa depan bangsa   makanbergiziuntukbangsa,positive
terima kasih prabowo gibran anak anak sumatera siap tumbuh sehat  makanbergiziuntukbangsa,positive
marak spanduk  terima kasih jokowi selamat bekerja prabowo gibran  pengamat  emas tetap emas,positive
salut buat prabowo gibran program bakal ngubah hidup banyak orang   makanbergiziuntukbangsa,positive
harusnya fans fanatik politik gk usah takut kehabisan buat ngetroll pemimpin sih  krna tiap haripun selalu akn bahan ngatain gibran  menunggangi sekumpulan org yg lg bete soal timnas politik mnku annoying wajar aja jd ribut2  kek gk empathy aja gt  wkwkwk,negative
lebih tai wapres gw gibran,neutral
makan siang bergizi gratis solusi prabowo gibran generasi sehat berprestasi   makanbergiziuntukbangsa,neutral
prabowo gibran benar benar peduli generasi penerus bangsa   makanbergiziuntukbangsa,positive
prabowo gibran menunjukkan kesehatan anak anak prioritas utama membangun bangsa kuat   makanbergiziuntukbangsa,neutral
penistaan mah mana akhlaknya gibran dicocikkin sama sahabat nabi astagfirullah,negative
good step  prabowo gibran bener bener mikirin masa depan bangsa   makanbergiziuntukbangsa,negative
makan bergizi gratis prabowo gibran solusi generasi sehat kuat   makanbergiziuntukbangsa,neutral
salut buat prabowo gibran peduli sama kesehatan anak anak lewat program   makanbergiziuntukbangsa,positive
prabowo gibran mengambil langkah tepat memprioritaskan gizi anak anak   makanbergiziuntukbangsa,negative
lu aja ngehujat pemain bola ben white ditolol2in gajelas,negative
prabowo gibran berkomitmen meningkatkan gizi anak anak indonesia   makanbergiziuntukbangsa,positive
pembenci mas gibran kepanasan liat berita begini,negative
program makan bergizi prabowo gibran anak bangsa tumbuh lebih sehat   makanbergiziuntukbangsa,positive
makan bergizi gratis bukti nyata kepedulian prabowo gibran masa depan indonesia   makanbergiziuntukbangsa,neutral
yes  program udah lama ditunggu tunggu  terima kasih prabowo gibran   makanbergiziuntukbangsa,positive
udah tau gua gua jawab sakit terus lo jawab gini  sakitan mana curang in ama gibran wkwkw tai tai ujung ujung nya politik  makan tu politik,negative
wah keren banget nih program makan bergizi gratis prabowo gibran  semoga beneran impactful   makanbergiziuntukbangsa,positive
prabowo gibran tunjukkan aksi nyata masa depan generasi muda   makanbergiziuntukbangsa,positive
prabowo gibran hadirkan makan bergizi gratis masa depan bangsa lebih baik   makanbergiziuntukbangsa,neutral
ahy gibran dipersiapkan pilpres 2029 rocky gerung  mesti periksa intelektualitasnya,negative
terima kasih pak prabowo mas gibran anak anak makin semangat belajar  makanbergiziuntukbangsa,positive
terima kasih prabowo gibran program sungguh luar biasa   makanbergiziuntukbangsa,positive
langkah prabowo gibran makan bergizi gratis selamatkan generasi bangsa   makanbergiziuntukbangsa,neutral
program makan bergizi prabowo gibran langkah tepat selamatkan generasi bangsa   makanbergiziuntukbangsa,neutral
gibran apa titipan biar jokowi aman   jgn lantik anak haram konstitusi,negative
prabowo gibran ngei banget kalau gizi anak anak kunci masa depan   makanbergiziuntukbangsa,negative
langkah prabowo gibran makan bergizi gratis generasi unggul   makanbergiziuntukbangsa,neutral
langkah bagus prabowo gibran semoga terus berjalan baik   makanbergiziuntukbangsa,positive
pelantikan prabowo gibran ofkors    uncivillized cunts,negative
sosok disiapkan paai demokrat isi jabatan pemerintahan prabowo gibran,neutral
momen prabowo subianto dijemput gibran rakabuming beemu presiden jokowi solo,negative
diskusi sama gibran   sama aja mempercepat prabowo kena stroke,negative
gibran apa kalau prabowo butuh peimbangan ambil keputusan,negative
makan bergizi gratis prabowo gibran wujud nyata kepedulian anak bangsa   makanbergiziuntukbangsa,neutral
prabowo gibran selamatkan generasi bangsa   makanbergiziuntukbangsa,positive
gibran layak jadi wapres  mk 90 jadi dasar pencawapresan gibran melanggar hukum etik  usia gibran 40 tahun melanggar konstitusi negara  moral gibran layak  jokowiharusdiadili  jokowiharusdiadili,negative
anak anak lebih sihat kuat berkat makan siang percuma prabowo gibran   makanbergiziuntukbangsa,positive
prabowo gibran menanamkan benih harapan program   makanbergiziuntukbangsa,neutral
berita gak bermutu diberitakan  gibran berak gak beritain min,negative
program makan bergizi gratis bukti nyata prabowo gibran peduli masa depan bangsa   makanbergiziuntukbangsa,neutral
prabowo gibran paham banget kesehatan anak anak investasi masa depan bangsa   makanbergiziuntukbangsa,neutral
gibran sosok umat dirindukan pedang umar bin khatab,positive
anak anak sumatera layak tumbuh sehat bebas stunting terima kasih prabowo gibran  makanbergiziuntukbangsa,positive
gibran hukum wajib lengser,negative
basmi sekalian yg punya akun fufufafa udah menghina pak prabowo,negative
program makan bergizi prabowo gibran anak bangsa tumbuh sehat berprestasi   makanbergiziuntukbangsa,positive
langkah prabowo gibran makan bergizi selamatkan masa depan indonesia   makanbergiziuntukbangsa,neutral
prabowo gibran benar benar peduli kesehatan masa depan anak anak bangsa   makanbergiziuntukbangsa,positive
program makan bergizi prabowo gibran anak bangsa jadi lebih sehat berprestasi   makanbergiziuntukbangsa,positive
makan bergizi gratis bukti nyata perhatian prabowo gibran generasi unggul   makanbergiziuntukbangsa,neutral
terus apa coba yg terjadi 20 oktober    jokowi penjara    gibran lengserkan wapres   gt    alahh alahh   kek tau aja lo   rumah noh ketawa ketiwi   disini lo malah bikin kabar g bener    kocak   tggu aja 20 oktober g bkl apapun damai,positive
prabowo sambangi kediaman jokowi solo dijemput gibran bandara,negative
gibran mengaku berkomitmen hormat apa keputusan prabowo subianto menyusun kabinet baru,negative
stunting dicegah program makan bergizi gratis langkah bijak prabowo gibran  makanbergiziuntukbangsa,neutral
wakil presiden terpilih gibran rakabuming raka menanggapi peanyaan seputar pembentukan kabinet baru bersama presiden terpilih prabowo subianto  mengatakan mempercayakan urusan penilaian keputusan prabowo,negative
yg gede bila perlu bold prabowo semobil bareng gibran takut anak abah matanya mendadak minus,negative
gibran hormati keputusan prabowo soal kabinet tegaskan dirinya loyal presiden terpilih selengkapnya      gibran  prabowo  prabowogibran  presiden  kabinet  prmn,negative
keputusan ptun gibran sebaiknja jangam dilantik     sukseskan bersama dpr,positive
knp hari panas bgt ternyata meliht kebeesamaan gibran prabowo bikin kebakaran org sebelah,negative
wakil presiden ri terpilih gibran rakabuming raka mengungkapkan peran sang ayah presiden joko widodo  jokowi  soal kabinet pemerintahan prabowo subianto dirinya  gibran mengungkapkan jokowi turut memberikan beberapa masukan mengenai kabinet pemerintahan  meski,neutral
terima kasih prabowo gibran memprioritaskan kesehatan rakyat melalui kebijakan bijaksana  makanbergiziuntukbangsa,positive
memprioritaskan kesehatan anak anak prabowo gibran menunjukkan visi menciptakan masyarakat lebih tangguh   makanbergiziuntukbangsa,positive
salut buat prabowo gibran berani mengambil langkah besar buat kesehatan anak anak   makanbergiziuntukbangsa,positive
prabowo gibran memahami masa depan bangsa bergantung kesehatan kesejahteraan anak anak   makanbergiziuntukbangsa,positive
selamat prabowo gibran  program mengurangi angka stunting   makanbergiziuntukbangsa,neutral
buzzer bacaran banteng   goceng sekali tweet sebentar gabung prabowo gibran puja puji prabowo,neutral
